Ticker,Company Name,HQ City,HQ State/Province,HQ Country,ESG Risk Score,ESG Risk Score Level,ESG Risk Score Percentile,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Level Risk Text,2019 Performance,Market Cap,Exchange,CEO,Logo Image URL,Website URL,Industry,Sector,Company Description,Latitude,Longitude,address
DGX,Quest Diagnostics Incorporated,Secaucus,New jersey,United states of america,19,Low,17th percentile,0.1,10.3,8.6,Significant,28.24546655,1.51E+10,New York Stock Exchange,Stephen H. Rusckowski,https://financialmodelingprep.com/images-New-jpg/DGX.jpg,http://www.questdiagnostics.com,Medical Diagnostics & Research,Healthcare,"Quest Diagnostics Inc provides diagnostic testing, information, and services, providing insights that enable patients and physicians to make healthcare decisions. It provides diagnostics for insurers and healthcare information technology businesses.",40.7895453,-74.0565298,"Secaucus,New jersey,United states of america"
XYL,Xylem Inc. New,Rye brook,New york,United states of america,18,Negligible,14th percentile,3,10,5,Moderate,18.09052758,1.51E+10,New York Stock Exchange,Patrick K. Decker,https://financialmodelingprep.com/images-New-jpg/XYL.jpg,http://www.xyleminc.com,Industrial Products,Industrials,"Xylem Inc is an industrial technology company. It provides equipment, technology, and services to transport, treat, test, and efficiently use water in public utilities, residential and commercial buildings, and industrial and agricultural settings.",41.0188032,-73.6813591,"Rye brook,New york,United states of america"
LNG,Cheniere Energy Inc.,Houston,Texas,United states of america,28,Medium,45th percentile,14.4,8.5,4.7,Moderate,3.176212198,1.52E+10,NYSE American,Jack A. Fusco,https://financialmodelingprep.com/images-New-jpg/LNG.jpg,http://www.cheniere.com,Oil & Gas - Midstream,Energy,Cheniere Energy Inc is a Houston-based energy company primarily engaged in LNG-related businesses. It owns and operates the Sabine Pass LNG terminal in Louisiana. The business segments are LNG terminal business and LNG and natural gas marketing business.,29.7604267,-95.3698028,"Houston,Texas,United states of america"
DISCA,Discovery Communications Inc. Series A Common Stock,Silver spring,Maryland,United states of america,18,Low,14th percentile,0.2,9.1,8.8,,32.33629749,1.52E+10,Nasdaq Global Select,David M. Zaslav,https://financialmodelingprep.com/images-New-jpg/DISCA.jpg,http://www.discoverycommunications.com,Entertainment,Consumer Cyclical,Discovery Communications Inc is a media and entertainment company. It provides programming across multiple distribution platforms. The company also provides educational products and services to schools and operates digital media services.,38.9906657,-77.026088,"Silver spring,Maryland,United states of america"
AKAM,Akamai Technologies Inc.,Cambridge,Massachusetts,United states of america,21,Medium,23rd percentile,1.8,11.8,7.3,Low,41.4210871,1.53E+10,Nasdaq Global Select,F. Thomson Leighton,https://financialmodelingprep.com/images-New-jpg/AKAM.jpg,http://www.akamai.com,Application Software,Technology,"Akamai Technologies Inc is a United States based company which provides cloud services for delivering, optimizing and securing online content and business applications over the Internet.",42.3736158,-71.1097335,"Cambridge,Massachusetts,United states of america"
BMRN,BioMarin Pharmaceutical Inc.,Novato,California,United states of america,27,Medium,44th percentile,0.1,18.9,8.1,Low,-0.704638873,1.53E+10,Nasdaq Global Select,Jean-Jacques Bienaime,https://financialmodelingprep.com/images-New-jpg/BMRN.jpg,http://www.bmrn.com,Biotechnology,Healthcare,Biomarin Pharmaceutical Inc is on rare-disease therapies. It develops and commercializes pharmaceuticals for serious diseases and medical conditions.,38.1074198,-122.5697032,"Novato,California,United states of america"
STX,Seagate Technology PLC,Dublin,Dublin,Ireland; republic of,15,Low,7th percentile,1.6,7.9,5.8,Moderate,54.18502203,1.53E+10,Nasdaq Global Select,Not Available,https://financialmodelingprep.com/images-New-jpg/STX.jpg,http://www.seagate.com,Computer Hardware,Technology,"Seagate Technology PLC is a producer of hard disk drives (HDD) globally. It designs, develops, and manufactures a broad range of HDDs used in desktop PC, notebook PC, game consoles, digital video recorders, and enterprise storage markets.",53.3498053,-6.2603097,"Dublin,Dublin,Ireland; republic of"
UCB.BR,UCB SA,Anderlecht,Bruxelles-capitale,Belgium,30,Severe,55th percentile,1,18,11,Moderate,-0.561009818,1.54E+10,Brussels,Not Available,https://financialmodelingprep.com/images-New-jpg/UCB.BR.jpg,http://www.ucb.com,Biotechnology,Healthcare,"UCB SA, a biopharmaceutical company, researches, develops, manufactures, sells, and distributes biopharmaceutical solutions for people living with neurology and immunology conditions. The company's core products include Cimzia for inflammatory TNF mediated diseases, as well as ankylosing spondylitis, axial spondyloarthritis, Crohn's disease, plaque psoriasis, psoriatic arthritis, and rheumatoid arthritis; Vimpat, Keppra, and Briviact for epilepsy; and Neupro for Parkinson's disease and restless legs syndrome. It also provides Zyrtec and Xyzal for allergies; Nootropil for memory problems; and Xyrem for narcolepsy. In addition, the company's product pipeline includes Evenity for the treatment of osteoporosis; midazolam nasal spray to treat acute repetitive seizures; bimekizumab for treating psoriasis, psoriatic arthritis, and axial spondyloarthritis; and dapirolizumab pegol for systemic lupus erythematosus. Further, it is involved in developing padsevonil for the treatment of d",50.8365808,4.308187,"Anderlecht,Bruxelles-capitale,Belgium"
CAH,Cardinal Health Inc.,Dublin ohio,Ohio,United states of america,16,Low,10th percentile,1.9,8.9,5.5,Significant,13.40807175,1.56E+10,New York Stock Exchange,Not Available,https://financialmodelingprep.com/images-New-jpg/CAH.jpg,http://www.cardinal.com,Medical Distribution,Healthcare,"Cardinal Health Inc is a healthcare services company. It provides services and products for hospital systems, pharmacies, ambulatory surgery centers, clinical laboratories and physician offices.",40.0992294,-83.1140771,"Dublin ohio,Ohio,United states of america"
L,Loews Corporation,New york city,New york,United states of america,32,High,62nd percentile,2.4,11.6,18.2,Moderate,15.31195079,1.56E+10,New York Stock Exchange,James S. Tisch,https://financialmodelingprep.com/images-New-jpg/L.jpg,http://www.loews.com,Insurance - Property & Casualty,Financial Services,"Loews Corp deals in commercial property and casualty insurance business. Its other business operations are offshore oil and gas drilling rigs, transportation, storage of natural gas, and gathering and operation of a chain of hotels.",40.7127753,-74.0059728,"New york city,New york,United states of america"
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,Englewood,Colorado,United states of america,19,Low,18th percentile,0.2,9.4,9.9,Low,30.17847485,1.57E+10,Nasdaq Global Select,Gregory B. Maffei,https://financialmodelingprep.com/images-New-jpg/LSXMK.jpg,http://www.libertymedia.com,Entertainment,Consumer Cyclical,"Liberty SiriusXM Group through its subsidiary holding is engaged in providing a subscription based satellite radio service. It transmits music, sports, entertainment, comedy, talk, news, traffic and weather channels, as well as infotainment services.",39.6477653,-104.9877597,"Englewood,Colorado,United states of america"
MAA,Mid-America Apartment Communities Inc.,Germantown,Tennessee,United states of america,19,Negligible,16th percentile,5,7,6,Low,37.78474399,1.57E+10,New York Stock Exchange,H. Eric Bolton,https://financialmodelingprep.com/images-New-jpg/MAA.jpg,http://www.maac.com,REITs,Real Estate,"Mid-America Apartment Communities Inc is a multifamily focused, self-administered and self-managed REIT. The Company owns, operates, acquires and develops apartment communities in the Southeast and Southwest region of the United States.",35.0867577,-89.8100858,"Germantown,Tennessee,United states of america"
ULTA,Ulta Beauty Inc.,Bolingbrook,Illinois,United states of america,17,Low,12th percentile,4.2,7.4,5.7,Moderate,3.389968959,1.57E+10,Nasdaq Global Select,Mary N. Dillon,https://financialmodelingprep.com/images-New-jpg/ULTA.jpg,http://www.ulta.com,Retail - Apparel & Specialty,Consumer Cyclical,"Ulta Beauty Inc operates as a beauty retailer in the United States. It offers cosmetics, fragrance, skin, hair care products and salon services.",41.6986416,-88.0683955,"Bolingbrook,Illinois,United states of america"
CXO,Concho Resources Inc.,Midland,Texas,United states of america,52,Severe,96th percentile,27.2,14,10.6,Low,-14.80688783,1.58E+10,New York Stock Exchange,Timothy A. Leach,https://financialmodelingprep.com/images-New-jpg/CXO.jpg,http://www.concho.com,Oil & Gas - E&P,Energy,"Concho Resources Inc is an oil and natural gas company. It is engaged in the acquisition, development, exploitation and exploration of producing oil and natural gas properties. It operates in the Delaware Basin.",31.9973456,-102.0779146,"Midland,Texas,United states of america"
EXPE,Expedia Inc.,Seattle,Washington,United states of america,23,Medium,30th percentile,4.1,10.8,8.3,Moderate,-4.003550821,1.58E+10,Nasdaq Global Select,Mark D. Okerstrom,https://financialmodelingprep.com/images-New-jpg/EXPE.jpg,http://www.expedia.com,Travel & Leisure,Consumer Cyclical,"Expedia Inc is an online travel company. It offers holiday packages, rental cars, cruises, as well as destination services and activities. The Core OTA segment generates maximum revenue for the company.",47.6062095,-122.3320708,"Seattle,Washington,United states of america"
MGA,Magna International Inc.,Aurora,Ontario,Canada,22,Medium,25th percentile,5.6,9.9,6.2,Low,20.66006601,1.58E+10,New York Stock Exchange,Donald J. Walker,https://financialmodelingprep.com/images-New-jpg/MGA.jpg,http://www.magna.com,Autos,Consumer Cyclical,"Magna International Inc is an auto parts supplier. Its products include chassis, interior, exterior, seating and powertrain.",44.00648,-79.450396,"Aurora,Ontario,Canada"
CTXS,Citrix Systems Inc.,Fort lauderdale,Florida,United states of america,18,Low,14th percentile,1.2,10.8,6.3,,8.237360921,1.60E+10,Nasdaq Global Select,David J. Henshall,https://financialmodelingprep.com/images-New-jpg/CTXS.jpg,http://www.citrix.com,Application Software,Technology,"Citrix Systems Inc provides virtualization, networking and cloud infrastructure solutions. It provides a complete and integrated portfolio of application delivery, virtualization, mobility, network delivery and file sharing solutions.",26.1224386,-80.1373174,"Fort lauderdale,Florida,United states of america"
MGM,MGM Resorts International,Las vegas,Nevada,United states of america,25,Medium,37th percentile,2.2,11.1,12,Moderate,37.13932399,1.61E+10,New York Stock Exchange,James Joseph Murren,https://financialmodelingprep.com/images-New-jpg/MGM.jpg,http://www.mgmresorts.com,Travel & Leisure,Consumer Cyclical,"MGM Resorts International owns and operates casino, hotel and entertainment resorts. The company offers its services through its properties in Las Vegas include Bellagio, MGM Grand, Mandalay Bay, Mirage, Luxor, and New York-New York.",36.1699412,-115.1398296,"Las vegas,Nevada,United states of america"
KMX,CarMax Inc,Richmond,Virginia,United states of america,13,Negligible,4th percentile,0,9,4,Moderate,39.75769169,1.62E+10,New York Stock Exchange,Not Available,https://financialmodelingprep.com/images-New-jpg/KMX.jpg,http://www.carmax.com,Autos,Consumer Cyclical,CarMax Inc is engaged in the automobile dealership business. Its services involve selling vehicles which includes both used and new vehicles.,37.5407246,-77.4360481,"Richmond,Virginia,United states of america"
CAG,ConAgra Brands Inc.,Chicago,Illinois,United states of america,29,Medium,51st percentile,9.4,13.9,5.8,Significant,60.29962547,1.62E+10,New York Stock Exchange,Sean M. Connolly,https://financialmodelingprep.com/images-New-jpg/CAG.jpg,http://www.conagrabrands.com,Consumer Packaged Goods,Consumer Defensive,"Conagra Brands Inc is in the business of trading and merchandising packaged food in a variety of categories and in various retail channels across frozen, refrigerated, and shelf-stable temperature classes in North America.",41.8781136,-87.6297982,"Chicago,Illinois,United states of america"
MKL,Markel Corporation,Glen allen,Virginia,United states of america,31,Severe,60th percentile,2,11,18,Moderate,10.12667983,1.62E+10,New York Stock Exchange,Richard R. Whitt / Thomas S. Gayner,https://financialmodelingprep.com/images-New-jpg/MKL.jpg,http://www.markelcorp.com,Insurance - Property & Casualty,Financial Services,"Markel Corp is engaged in the business of property and casualty insurance. It focuses primarily on specialty lines, such as executive liability to commercial equine insurance. It also invests in bakery equipment manufacturing and residential homebuilding.",37.665978,-77.5063739,"Glen allen,Virginia,United states of america"
TIF,Tiffany & Co.,New york city,New york,United states of america,18,Low,13th percentile,2.5,9.8,5.4,Moderate,66.00422308,1.62E+10,New York Stock Exchange,Alessandro Bogliolo,https://financialmodelingprep.com/images-New-jpg/TIF.jpg,http://www.tiffany.com,Retail - Apparel & Specialty,Consumer Cyclical,"Tiffany & Co functions in the luxury goods market. As a retailer of jewelry, it sells timepieces, sterling silver goods, china, crystal and accessories.",40.7127753,-74.0059728,"New york city,New york,United states of america"
FFH.TO,Fairfax Financial Holdings Limited,Toronto,Ontario,Canada,34,Severe,67th percentile,2,13,19,Moderate,1.457619222,1.63E+10,Toronto,Not Available,https://financialmodelingprep.com/images-New-jpg/FFH.TO.jpg,http://www.fairfax.ca,Insuranceâ€”Property & Casualty,Financial Services,"Fairfax Financial Holdings Limited, through its subsidiaries, provides property and casualty insurance and reinsurance, and investment management services in the United States, Canada, Asia, and internationally. It insures against losses to property from fire, explosion, earthquake, windstorm, flood, boiler explosion, machinery breakdown, and construction defects, as well as underwrites automobile, commercial and personal property, and crop insurance. The company also offers workers' compensation, employer's liability, accident and health, medical malpractice, professional liability, and umbrella coverage insurance products; marine, aerospace, surety risk, and other miscellaneous risks and liabilities insurance products; and reinsurance products, which includes property, casualty, and liability exposures. In addition, it owns, operates, and franchises restaurants; manufactures food products; retails home improvement goods, toys and baby products, golf equipment, consumables, ",43.653226,-79.3831843,"Toronto,Ontario,Canada"
SSNC,SS&C Technologies Holdings Inc.,Windsor,Connecticut,United states of america,24,Medium,33rd percentile,1.4,14.8,7.9,Moderate,36.11172689,1.63E+10,Nasdaq Global Select,William C. Stone,https://financialmodelingprep.com/images-New-jpg/SSNC.jpg,http://www.ssctech.com,Application Software,Technology,"SS&C Technologies Holdings Inc provides software and software-enabled services including SaaS to the asset and wealth management, alternative investment management, and financial advisory markets.",41.8525984,-72.6437022,"Windsor,Connecticut,United states of america"
CFG,Citizens Financial Group Inc.,Providence,Rhode island,United states of america,28,Medium,46th percentile,1.8,14.2,11.9,Significant,36.59603095,1.64E+10,New York Stock Exchange,Bruce Winfield Van Saun,https://financialmodelingprep.com/images-New-jpg/CFG.jpg,http://www.citizensbank.com,Banks,Financial Services,Citizens Financial Group Inc is a retail bank holding company. It provides retail and commercial banking products and services. Its business segments include Consumer Banking and Commercial Banking.,41.8239891,-71.4128343,"Providence,Rhode island,United states of america"
FCX,Freeport-McMoRan Inc.,Phoenix,Arizona,United states of america,40,Severe,82nd percentile,21.7,11.8,6.8,Severe,27.25509214,1.64E+10,New York Stock Exchange,Richard C. Adkerson,https://financialmodelingprep.com/images-New-jpg/FCX.jpg,http://www.fcx.com,Metals & Mining,Basic Materials,"Freeport-McMoRan Inc is a mining company. It operates large, long-lived geographically diverse assets with reserves of copper, gold, and molybdenum. It also has mining operations in the Americas.",33.4483771,-112.0740373,"Phoenix,Arizona,United states of america"
KSU,Kansas City Southern,Kansas city,Missouri,United states of america,22,Medium,28th percentile,8.8,9.9,3.9,Moderate,60.46097433,1.64E+10,New York Stock Exchange,Patrick J. Ottensmeyer,https://financialmodelingprep.com/images-New-jpg/KSU.jpg,http://www.kcsouthern.com,Transportation & Logistics,Industrials,Kansas City Southern is engaged in the development of roadways and railways. The company is focused on growing the north/south freight corridor connecting key commercial and industrial markets in the United States.,39.0997265,-94.5785667,"Kansas city,Missouri,United states of america"
IP,International Paper Company,Memphis,Tennessee,United states of america,27,Medium,42nd percentile,17,4.2,5.3,Significant,14.09811695,1.65E+10,New York Stock Exchange,Mark S. Sutton,https://financialmodelingprep.com/images-New-jpg/IP.jpg,http://www.internationalpaper.com,Packaging & Containers,Consumer Cyclical,"International Paper Co produces and distributes printing paper, packaging, forest products, and chemical products. The company operates in three segments namely; Industrial Packaging, Printing Papers, and Global Cellulose Fibers.",35.1495343,-90.0489801,"Memphis,Tennessee,United states of america"
OMC,Omnicom Group Inc.,New york,New york,United states of america,18,Low,14th percentile,0.1,10.1,7.9,Moderate,10.6226106,1.65E+10,New York Stock Exchange,John D. Wren,https://financialmodelingprep.com/images-New-jpg/OMC.jpg,http://www.omnicomgroup.com,Advertising & Marketing Services,Consumer Cyclical,"Omnicom Group Inc is an advertising, marketing and corporate communications company. It provides professional services to clients through multiple agencies.",40.7127753,-74.0059728,"New york,New york,United states of america"
